SMILES,shift_value,shielding_value
FC(Cl)(Cl)Cl,0.0,204.133
FC(F)(F)Br,-5.0,218.2356667
FC(F)(F)I,-5.1,205.066
FC(F)(Br)OC1=CC=CC=C1,-13.0,219.895
COC(=O)F,-19.0,221.116
FC(F)(Br)SC1=CC=CC=C1,-22.0,223.0715
FC(F)(Cl)OC1=CC=C(Cl)C=C1,-26.0,237.533
CCCCCCCCOC(F)(F)Cl,-27.0,237.128
FC(F)(F)Cl,-28.0,231.866
FC1=NC(F)=NC(F)=N1,-33.0,227.953
FC(F)(I)CCI,-39.0,234.641
C=CC(F)(F)I,-42.0,243.7865
FC(F)(OC1=CC=CC=C1)SC1=CC=CC=C1,-43.0,245.178
FC(F)(F)SC1=CC=CC=C1,-43.0,249.439
CC1=NC(F)=NC(Cl)=C1,-44.0,243.062
FC1=NC=CC=N1,-44.0,244.226
FC(F)(Br)C1=CC=CC=C1,-44.0,249.622
CCCCCC(F)(F)Br,-44.0,253.4
CC(F)(Cl)Cl,-44.0,255.543
FC(F)(Br)C1=CC=C(C(F)(F)Br)C=C1,-46.0,251.304
CC(F)(F)Cl,-46.0,256.331
N#CC(F)(F)I,-46.5,246.687
CCCCSC(F)(F)F,-48.0,251.1306667
FC(F)(SC1=CC=CC=C1)SC1=CC=CC=C1,-49.0,251.8545
CCCCCCCCC(F)(F)Cl,-49.0,265.97
CCCCNC(F)(F)F,-49.0,270.5233333
FC(F)(Cl)C1=CC=C(C(F)(F)Cl)C=C1,-50.0,261.837
CN(C)C(=O)C(F)(F)I,-51.0,252.603
FC(Cl)(Br)CC1=CC=CC=C1,-52.0,253.23
C#CC(F)(F)F,-52.0,257.407
FC(F)(F)C1=C(C(F)(F)F)C(C(F)(F)F)=C(C(F)(F)F)C(C(F)(F)F)=C1C(F)(F)F,-52.3,256.5516667
CC1NC(NC(=O)[C@@H]2CCCO2)SC1C(F)(F)F,-52.63,273.408
FC(F)(F)C#CC(F)(F)F,-53.0,259.0275
FC(F)(F)C1=C(C2=CC=CC=C2)NC2=CC=CC=C21,-53.0,260.3763333
C#CC1=CC=C(C(F)(F)F)S1,-53.0,262.7856667
O=C(C1=CC=CC=C1)C(F)(F)I,-54.0,256.1975
CN(C)C(=O)C(F)(F)Br,-54.0,258.5345
CC1=CC=C(S(=O)(=O)OC(F)(F)F)C=C1,-54.0,259.4823333
OC(F)(F)F,-54.0,263.4623333
NC1NCC(C(F)(F)F)S1,-54.77,279.1156667
FC(F)(F)C1CCCNC1N1CCC2(CCCOC2)C1,-54.96,279.2116667
FC(F)(F)C1=CC=CS1,-55.0,262.568
FC(Cl)(Cl)CC1=CC=CC=C1,-56.0,261.501
CC1=CC(C(F)(F)F)=C(C)N1CC(C)C,-56.0,264.2503333
FC(F)(F)C1=NC(Cl)=C(Cl)S1,-56.0,267.025
FC(F)(OC1=CC=CC=C1)OC1=CC=CC=C1,-56.0,268.402
CN1CC(C(=O)O)C(C(F)(F)F)C1,-56.05,277.213
O=S(=O)(C1CCCCC1OC(F)(F)F)N1CCCC1,-56.35,265.6603333
CC1N[NH]CC1C(F)(F)F,-56.4,273.9536667
CN1NCC(C(F)(F)F)C1C(=O)O,-56.64,277.517
FC(F)(F)C1=CC2=CC=CC=C2S1,-57.0,263.862
C#CC1=C(C(F)(F)F)C=CO1,-57.0,265.837
N=C(C1=CC=CC=C1)C(F)(F)F,-57.0,274.3926667
Cl.N[C@@H]1C[C@H]1C1CCCCC1OC(F)(F)F,-57.38,265.0453333
O=C1CC(OC(F)(F)F)CC[NH]1,-57.58,265.3143333
O=C(C1CCC(OC(F)(F)F)CC1)N1CCOCC1,-57.79,264.161
O=C(C1CCC(OC(F)(F)F)CC1)N1CCC(O)CC1,-57.79,265.844
CCOC(=O)C(F)(F)I,-57.9,258.707
CCCOC(=O)CC(F)(F)Cl,-58.0,254.223
CCOC(=O)C(F)(Br)OC1=CC=CC=C1,-58.0,258.623
N#CC1=CC(C(F)(Br)Br)=CC=C1,-58.0,261.133
O=C(C1=CC=CC=C1)C(F)(F)Br,-58.0,261.4085
FC(F)(F)OC1=CC=CC=C1,-58.0,264.739
[H]C(=C1CCCCC1)C(F)(F)F,-58.0,265.2296667
FC(F)(F)OC1CC2CCC21,-58.0,266.1956667
[H]/C(C1=CC=CC=C1)=C(\[H])C(F)(F)F,-58.0,266.3953333
C[Si](C)(C)C(F)(F)Cl,-58.0,269.445
CC1(C)OB(CC(F)(F)F)OC1(C)C,-58.0,270.378
OCC1NC(-C2CCCCC2C(F)(F)F)NS1,-58.25,277.506
O=C(C1CC1)N1CCOC(C2CCCCC2C(F)(F)F)C1,-58.36,273.4513333
FC(F)(F)C1CCCCC1C1CNCCO1,-58.37,275.515
CN1CCCC(NC(=O)C2CCCCC2C(F)(F)F)C1=O,-58.57,282.9043333
CC1NOC(C)C1NC(=O)C1CCCCC1C(F)(F)F,-58.88,281.7803333
CCCC/C=C\C(F)(F)F,-59.0,265.9546667
[H]/C(CCCC)=C(\[H])C(F)(F)F,-59.0,265.955
FC(F)(F)C1=CC=CN1,-59.0,266.1886667
CP(C)CC(F)(F)F,-59.0,268.9643333
[H]C1=C(C(F)(F)F)ON=C1C,-59.0,270.8586667
CCN(CC)C(F)(F)F,-59.0,271.113
CN1CCC(NC(=O)C2CCCCC2C(F)(F)F)N1,-59.08,280.7993333
CNC1CCC(OC(F)(F)F)CN1,-59.17,265.8943333
O=C(O)CC1CC(C(F)(F)F)CO1,-59.35,279.368
CC1=C(C(F)(F)F)SC(Cl)=N1,-59.4,259.2116667
CN(C)C(=O)C1C[NH]C(C(F)(F)F)C1,-59.53,283.888
FC(F)(F)C1=CC=CC=C1C(F)(F)F,-59.6,267.4843333
NC1CCC(C(F)(F)F)CC1N,-59.62,285.048
CC1CCCC(C(=O)N2CCC(O)(C(F)(F)F)C2)C1C,-59.62,289.089
O=C(C1CCCCC1C(F)(F)F)N1CCSCC1,-59.66,271.5033333
CN1NC(C(=O)O)C(Cl)C1C(F)(F)F,-59.85,281.5236667
CN1[NH]C(C(F)(F)F)C(-C2CCC(Cl)CC2)C1=N,-59.9,285.7413333
O=C(CC1CCCCC1C(F)(F)F)N1CCCNCC1,-59.95,279.9986667
FC(F)(F)C1CNC2[NH]NNC2C1,-59.97,283.226
O=C1[NH]CNC2C(C(F)(F)F)CCCC12,-59.99,279.5383333
CCCCCCCCCCOC(F)(F)F,-60.0,266.0043333
FC(F)(F)C1=NC=CS1,-60.0,266.0266667
FC(F)(F)C1=CSC=C1,-60.0,266.9433333
FC(F)(F)C1=CC=CC2=CC=CC=C21,-60.0,267.6273333
[H]C1=C(C)ON=C1C(F)(F)F,-60.0,268.448
FC(F)(F)C1=NNC2=CC=CC=C21,-60.0,268.745
CN(C1=CC=CC=C1)C(F)(F)F,-60.0,268.931
[H]C1=C(C(F)(F)F)N=NN1C1=CC=CC=C1,-60.0,269.5176667
[H]/C(=C(/C)C(=O)C1=CC=CC=C1)C(F)(F)F,-60.0,269.9036667
CC1C(NC(=O)C2CCOC2)CCCC1C(F)(F)F,-60.07,279.283
CC1(C)NC(=O)N(CC2CCCCC2C(F)(F)F)C1=O,-60.11,277.3023333
CC1(C)CN(C(=O)C2CCNCC2C(F)(F)F)CCO1,-60.22,273.0353333
Cl.FC(F)(F)OCC1CCNCC1,-60.24,267.2086667
FC(F)(F)C1=CC(C(F)(F)F)=C(C(F)(F)F)C=C1C(F)(F)F,-60.3,267.4708333
O=C(NC1CCCNC1)NC1CCCCC1C(F)(F)F,-60.44,278.063
CC(=O)NC1CC(C)NN1-C1CCCCC1C(F)(F)F,-60.5,277.15
O=C(C1CCNCC1C(F)(F)F)N1CCC2(CCC2)C1,-60.5,280.3476667
[H]/C(=C(\[H])C(F)(F)F)C(F)(F)F,-60.6,267.9143333
O=C1NCCN2CNC(C(F)(F)F)C21,-60.63,283.4796667
CN1CC(N)C(C(F)(F)F)N1,-60.66,277.1376667
CNC(=O)[C@@H]1CSCN1C1CCC(C(F)(F)F)CN1,-60.67,280.215
CN1C(=O)CNC2CCC(C(F)(F)F)CC21,-60.7,284.4533333
COC1(C)CN(C(=O)NC2CCCCC2C(F)(F)F)C1,-60.71,279.039
CCN1NCC(C(=O)N2CC[C@@H](N)C2)C1C(F)(F)F.Cl,-60.84,271.0616667
CC(C)(O)C1CCCN1C1CCC(C(F)(F)F)CN1,-60.85,283.8543333
Cl.FC(F)(F)C1CCC2C(C1)CCN2,-60.9,266.2063333
OC1CCC(NC2NCC(C(F)(F)F)CC2Cl)CC1,-60.9,283.8936667
CN1NCCC1C(F)(F)F,-60.95,284.6066667
CC1C(N2C(=O)CN(C3CC3)C2=O)CCCC1C(F)(F)F,-60.98,277.858
O=C1CN(C2CCC(C(F)(F)F)CN2)C2CCCCC2N1,-60.98,282.359
OC1CCN(C2CCC(C(F)(F)F)CN2)CC1,-60.98,282.8273333
[H]/C=C(\F)Br,-61.0,248.759
FC(F)(F)C1=CNC=C1,-61.0,265.365
FC(F)(F)C1=CC2=CC=CC=C2N1,-61.0,266.7906667
FC(F)(F)C1=CSC2=CC=CC=C21,-61.0,268.5516667
CC1(C)CCCN1C(=O)C1NCCCC1C(F)(F)F,-61.0,276.8363333
O=C(NC1CCCCC1C(F)(F)F)N1CCC[C@@H]1CO,-61.01,282.8306667
O=C(NC1CCCCC1C(F)(F)F)N1CCCCN1,-61.05,279.4353333
CN1CC(C(F)(F)F)NN1,-61.06,281.4873333
CCN1NCC(C(=O)O)C1C(F)(F)F,-61.12,281.1336667
CC(N)C1CNC(C(F)(F)F)S1.Cl,-61.15,277.3713333
CN(C)C(=O)N1CCC(N2CCC(C(F)(F)F)N2)CC1,-61.28,283.209
CCOC(=O)C(F)(F)Br,-61.3,264.3285
CC1C(C(F)(F)F)N[NH]C1CO,-61.3,282.0313333
CC1COC2CCC(C(F)(F)F)CC2N1,-61.31,283.93
NC1NC2C(C(F)(F)F)CCCC2S1,-61.32,280.5596667
CC1CN(CC(=O)O)NC1C(F)(F)F,-61.33,277.198
CC(=O)N1CCOC2CCC(C(F)(F)F)CC21,-61.35,283.6013333
O=C(O)C1OCNC1C(F)(F)F,-61.36,282.4703333
CC1NC(C(F)(F)F)C(C(=O)O)O1,-61.38,280.0366667
Cl.FC(F)(F)C1CCC(OC2CCNC2)NC1,-61.42,279.577
FC(F)(F)C1CCNN1C1CCCNC1,-61.43,284.0143333
FC(F)(F)C1CNC(N2CCOCC2)C(Cl)C1,-61.5,283.9086667
CN1CCC(C(F)(F)F)N1,-61.51,282.6133333
CN1CCN(C(=O)NC2CCC(C(F)(F)F)CC2)CC1,-61.53,284.5716667
CC(C)(O)CN1CC(C(F)(F)F)CC(Cl)C1=O,-61.54,282.9036667
FC(F)(F)C1CC(CN2CCCC2)N[NH]1,-61.54,284.818
CC1(CC(F)(F)F)CN(C(=O)NC2CCCCN2)C1,-61.57,273.1686667
[H]C1=C(C(F)(F)F)N=C(C2=CC=C(C)C=C2)S1,-61.6,271.6046667
CC1CCC(NC(=O)N2CC[C@H](O)C2)CC1C(F)(F)F,-61.61,279.911
FC(F)(F)C1CCN(CC2CCON2)N1,-61.64,283.376
N#CC1(CN2CCC(C(F)(F)F)N2)CCC1,-61.65,284.0863333
O=C1CCN1C1CCC(C(F)(F)F)CC1,-61.68,275.969
CN1NC(C(F)(F)F)CC1CO,-61.68,283.2623333
FC(F)(F)F,-61.7,264.872
CC1(CC(F)(F)F)CN(C(=O)C2CCNC2=O)C1,-61.7,272.2756667
OC1NCN(-C2CCC(C(F)(F)F)CC2)N1,-61.7,284.6423333
N#CCCN1CCC(C(F)(F)F)N1,-61.71,282.6093333
O=C1[NH]CCN2NC(C(F)(F)F)CC12,-61.71,283.0603333
CC1CC(C(=O)O)C(C(F)(F)F)O1,-61.73,281.9536667
ON1NNC2CCC(C(F)(F)F)CC21,-61.73,282.471
Cl.FC(F)(F)C1CC2N(N1)CCNC2,-61.75,263.5553333
CC1=NN(C2CCC(C(F)(F)F)CN2)C(=O)C1,-61.76,282.67
FC(F)(F)C1CNC(N2CCCO2)C(Cl)C1,-61.78,279.3656667
CC(C(=O)O)N1CCC(C(F)(F)F)N1,-61.81,282.573
O=C(O)C1CCCN2CC(C(F)(F)F)NC21,-61.84,283.9036667
NC(=O)C1(C2CCC(C(F)(F)F)CC2)CC1,-61.86,284.4843333
Cl.NC[C@@H]1C[C@H]1C1CCC(C(F)(F)F)CC1,-61.88,281.0796667
NC1CC(C(F)(F)F)C2CN[NH]C2C1,-61.92,279.3056667
CC(=O)N1CCC(C2CCC(C(F)(F)F)CC2)CC1,-61.92,283.3583333
CC1CC(C(F)(F)F)NN1CCC#N,-61.96,282.7856667
O=C(O)C1CCOC1C(F)(F)F,-61.99,282.2776667
FC(F)(F)C1=CN=CN1,-62.0,265.2923333
FC(F)(F)C1=NC2=CC=CC=C2S1,-62.0,267.5426667
[H]C1=NNC(C(F)(F)F)=C1[H],-62.0,267.5936667
FC(F)(F)C1=CC2=CC=CC=C2C=C1,-62.0,269.376
FC(F)(F)C1=CC=CN=C1,-62.0,269.484
FC(F)(F)C1=CN=CN=C1,-62.0,269.6186667
[H]C1=NOC(C(F)(F)F)=C1[H],-62.0,270.4526667
C#CC1=CC=C(C(F)(F)F)O1,-62.0,270.9633333
O=C(CC(F)(F)F)C1=CC=CC=C1,-62.0,274.7753333
CC1CCC(C(F)(F)F)CC1NC(=O)C1CCCN1,-62.0,279.502
N#CC1CCC(N2CCS(=O)CC2)CC1C(F)(F)F,-62.0,281.1623333
CC1(C(=O)NC2CC(C(F)(F)F)C[NH]C2=O)CCCC1,-62.0,283.596
CC1NCC(C(F)(F)F)[NH]1,-62.0,286.5106667
Cl.N[C@H]1CCN(C(=O)C2(C3CCCC(C(F)(F)F)C3)CC2)C1,-62.04,284.254
COCC(=O)N1CCSC2CCC(C(F)(F)F)CC21,-62.06,284.1656667
O=C1CCC(C(F)(F)F)CN1CC1CCC2C(C1)OCO2,-62.08,282.2033333
O=C(C1=CCCC1)N1CCN2C(NNC2C(F)(F)F)C1,-62.09,279.4443333
CS(=O)(=O)NC1(C2CCCC(C(F)(F)F)C2)CCC1,-62.13,285.856
CC1CCC(NC(=O)[C@H]2CSCN2)CC1C(F)(F)F.Cl,-62.15,273.613
O=C(CN1CC(C(F)(F)F)CC(Cl)C1=O)N1CCC1,-62.15,282.533
Cl.O=C1CNCCN1CC1CCC(C(F)(F)F)CC1,-62.15,282.537
O=S1(=O)CCCN1CC1CCC(C(F)(F)F)CC1,-62.15,283.731
N#CC1CCCC(CN2CC(C(F)(F)F)CCC2=O)C1,-62.18,283.5856667
Cl.FC(F)(F)C1CCC(C2=CCNCC2)CC1,-62.19,286.3206667
N#CC1CNN(-C2CCC(C(F)(F)F)CC2)C1N,-62.21,279.4213333
O=C(O)CN1CC(Cl)C(C(F)(F)F)N1,-62.21,281.12
CS(=O)(=O)NC1CC(C(F)(F)F)C[NH]C1=O,-62.21,282.8653333
NC(=O)C1CC1C1CCCC(C(F)(F)F)C1,-62.22,275.8046667
O=C(CN1CC(C(F)(F)F)CCC1=O)N1CCOCC1,-62.24,282.4426667
Cl.NC[C@@H]1C[C@H]1C1CCCC(C(F)(F)F)C1,-62.25,284.5116667
O=C(CN1CC(C(F)(F)F)CCC1=O)N1CCNC1=O,-62.26,283.31
NC(=O)N1CCNC(=O)C1C1CCC(C(F)(F)F)CC1,-62.26,284.5716667
O=C(NC1NC(C(F)(F)F)C[NH]1)C1CCCO1,-62.27,285.1033333
O=C(C1CCOCC1)N1CCC2C1CCCC2C(F)(F)F,-62.28,277.686
CCC(=O)N1CCOC(C2CCC(C(F)(F)F)CC2)C1,-62.28,279.3906667
[H]C1=C(C(F)(F)F)N=C(C2=CC=C(C)C=C2)O1,-62.3,271.91
N[C@@H]1CCN(C(=O)C2(C3CCCC(C(F)(F)F)C3)CC2)C1,-62.31,284.2073333
CC1(C)CN(C(=O)CC(F)(F)F)C2CCCCC2O1,-62.33,274.6373333
CC1NNC(CN2CC(C(F)(F)F)CC(Cl)C2=O)O1,-62.33,277.517
CC1[NH]NC(C(F)(F)F)C1Cl,-62.35,277.1306667
Cl.NC1(C2CCC(C(F)(F)F)CC2)CCC1,-62.35,283.949
CC1NOC(NC(=O)C2CCCC(C(F)(F)F)C2)N1,-62.36,284.2763333
O=C(O)CC1SC2CCC(C(F)(F)F)CC2NC1=O,-62.36,284.4766667
O=C(NC1CCCC(C(F)(F)F)C1)C1CCCNC1,-62.42,280.087
CC1(C)NC(=O)N(CC2CCCC(C(F)(F)F)C2)C1=O,-62.42,283.8063333
CC1CN(C(=O)CC(F)(F)F)C2CCCNC2O1,-62.43,270.2546667
O=C1NCCN1C1CCCC(C(F)(F)F)C1,-62.45,285.652
CN1NC(C(=O)NC2CCCC(C(F)(F)F)C2)CCC1=O,-62.47,279.719
CC1CC(N)N(-C2CC(C(F)(F)F)CCC2Cl)N1,-62.47,283.951
[H]C1=C(C(F)(F)F)N(C2=CC=CC=C2)N=C1C,-62.5,264.515
[H]C1=C(C)N(C2=CC=CC=C2)N=C1C(F)(F)F,-62.5,269.6196667
CN(C(=O)CC(F)(F)F)C1CCC2C(C1)OCO2,-62.5,274.9323333
CC1NOC(C)C1C(=O)NC1CCCC(C(F)(F)F)C1,-62.5,275.758
FC(F)(F)C1CNCC(CN2CCNC2)C1,-62.5,284.4113333
N#CC1(NC(=O)C2CCCC(C(F)(F)F)C2)CCOCC1,-62.51,283.1676667
NC(=O)C1CNN(-C2CCCC(C(F)(F)F)C2)C1N,-62.55,284.359
NS(=O)(=O)C1CNN(-C2CCCC(C(F)(F)F)C2)C1,-62.57,283.3776667
O=C(CC(F)(F)F)N1CC(O)C2(CC2)C1,-62.59,269.7473333
NS(=O)(=O)C1CNCC(C(F)(F)F)C1,-62.6,283.761
CC(N)C1NNC2C(Cl)CC(C(F)(F)F)CN12.Cl,-62.6,284.3846667
CC1CN(C(=O)C2CCC(C(F)(F)F)CC2)C(C)CO1,-62.6,285.2766667
NC1NNC(-C2CCCC(C(F)(F)F)C2)S1,-62.61,275.6873333
CC1CC(C)CN(C(=O)C2CCC(C(F)(F)F)CN2)C1,-62.62,283.5813333
O=C1CC(C(F)(F)F)[NH]N1CC1CCC(Cl)CC1,-62.64,284.279
CS(=O)(=O)N1CCN(C(=O)CC(F)(F)F)CC1,-62.65,274.8936667
CC1CC(NC(=O)C2CCC(C(F)(F)F)CC2)N(C)N1,-62.67,283.682
CC1NCC(C(F)(F)F)CC1C(=O)O,-62.68,283.9966667
O=S(=O)(C1CCCC(C(F)(F)F)C1)N1CCNCC1,-62.68,284.8276667
CN1CNNC1NC(=O)C1CCC(C(F)(F)F)CC1,-62.69,284.3206667
CC(C)(N)C(=O)N1CCN(C(=O)CC(F)(F)F)CC1.Cl,-62.7,270.045
O=C(O)C1NC(C(F)(F)F)N2C1CCCC2,-62.7,289.3283333
CN1C(=O)C[C@H](C(=O)O)[C@H]1C1CCC(C(F)(F)F)CC1,-62.73,283.429
CN1CCN(C(=O)CC(F)(F)F)C(CN)C1.Cl,-62.8,270.061
CNC(=O)N1CCC(CC(F)(F)F)CC1,-62.83,275.6436667
CC1CC2CCCCC2C1NC(=O)CC(F)(F)F,-62.86,274.781
O=C(CC(F)(F)F)N1CCCC2(CC=CCC2)C1,-62.95,274.8163333
O=C(C1CCCNC1O)N1CCC(CC(F)(F)F)CC1,-62.98,274.2633333
FC1=NC2=CC=CC=C2C=C1,-63.0,259.243
CC1=CC(F)=NC(C)=N1,-63.0,259.916
CCCCCCCCC1=NC2=CC=CC=C2C(C(F)(F)F)=C1,-63.0,269.217
FC(F)(F)C1=CN=C(Br)C=C1,-63.0,269.3076667
FC(F)(F)C1=CC=CC=C1,-63.0,269.498
FC(F)(F)C1=NC=CC2=CC=CC=C21,-63.0,269.9036667
CN1C(C(F)(F)F)=NC2=C1C=CC=C2,-63.0,271.8293333
FC(F)(F)/C=C/C=C/C1=CC=CC=C1,-63.0,272.926
[H]/C(C1=CC=CC=C1)=C(/[H])C(F)(F)F,-63.0,273.3323333
C=C(CC)CC(F)(F)F,-63.0,274.946
CN(C)C(=O)CC(F)(F)F,-63.0,275.143
N[C@H]1CCN(S(=O)(=O)C2CCC(C(F)(F)F)CC2)C1,-63.0,285.038
Cl.NCC1CNCC(C(F)(F)F)C1,-63.01,269.424
O=C1CCC(C(=O)N2CCC(CC(F)(F)F)CC2)CN1,-63.01,273.413
OCCC1CCCNC1C(F)(F)F,-63.02,279.8763333
O=C(C1CC=CC1)N1CCC(C(F)(F)F)C2(CCC2)C1,-63.05,277.46
O=C(O)C1NC(C(F)(F)F)N2CCCCC12,-63.13,282.824
CC1CC(N2CCCC(CC(F)(F)F)C2)CCN1,-63.17,274.0066667
O=C(CO)N1CCCC(CC(F)(F)F)C1,-63.2,273.487
FC(F)(F)C1NCC[NH]1,-63.2,288.4363333
CC(C)C1ONC(C(F)(F)F)C1C(=O)O,-63.27,276.8086667
FC(F)(F)C1=CC=CC(C(F)(F)F)=C1,-63.3,269.461
O=C([O-])CC1NC(C(F)(F)F)CS1.[Na+],-63.38,263.0203333
FC(F)(F)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,-63.4,269.4548889
CC1CNC(CN2C(C(F)(F)F)CSC2=O)CN1,-63.44,281.408
O=C1CCN(CC2NC(C(F)(F)F)CS2)CCN1,-63.49,283.3076667
FC(F)(F)C1=CC=C(C(F)(F)F)C=C1,-63.5,269.7158333
FC(F)(F)C1=NC2=CC=CC=C2C2=C1C=CC=C2,-63.5,270.539
CN1CC(NC2CC(C#N)CCC2C(F)(F)F)CCC1=O,-63.52,280.136
CC(=O)N[C@H]1CCCC[C@H]1CC(F)(F)F,-63.56,273.718
C[C@@H]1OCCN(C(=O)C2CCN(C)N2)[C@@H]1C(F)(F)F,-63.78,270.339
CC1NCN(CC2CCCNC2C(F)(F)F)N1,-63.96,280.6453333
FC(F)(F)C1CSC(CN2CCNCC2)N1,-63.96,282.5966667
FC1=NC=NC2=CC=CC=C21,-64.0,261.827
FC(Cl)(Cl)C(Cl)(Cl)Cl,-64.0,263.055
[H]C([H])=C(C(=O)C1=CC=CC=C1)C(F)(F)F,-64.0,264.1183333
FC(F)(F)C1=CC=CO1,-64.0,270.8276667
[H]C([H])=C(C(=O)CCCCCCC)C(F)(F)F,-64.0,272.1686667
CP(C)C(F)(F)F,-64.0,272.39
