SMILES,shielding_value,shift_value
O=C1[NH]CNC2C(C(F)(F)F)CCCC12,279.5383333,-59.99
[H]C(F)(CCCCCCCC)OC(C)=O,351.176,-129.0
O=C(N[C@H]1C[C@@H]1C(F)F)C1CCCCC1,318.728,-115.79
FC(F)(F)C1=C(C(F)(F)F)C(C(F)(F)F)=C(C(F)(F)F)C(C(F)(F)F)=C1C(F)(F)F,256.5516667,-52.3
CC1NOC(C)C1NC(=O)C1CCCCC1C(F)(F)F,281.7803333,-58.88
FC(F)COC1CCC(Cl)CN1,335.6795,-126.59
C[Si](C)(C)F,366.865,-158.0
CC1CC(C(=O)O)C(C(F)(F)F)O1,281.9536667,-61.73
OC1(C(F)(F)F)CCN(CC2CC=CCC2)CC1,293.7963333,-84.34
O=C(C1CCC(OC(F)F)CN1)N1CCC1,283.7235,-82.9
FC(F)(Br)C1=CC=CC=C1,249.622,-44.0
C=CC(=C)F,308.952,-120.0
CC1(C)C(C(F)(F)F)CCN1C(=O)C1CCC(O)NC1,272.881,-64.93
CC1CC(CNC2CCNCC2F)C(C)O1,377.49,-151.11
O=C1CC(C(F)(F)F)=NC2CCCCC2N1,282.0773333,-73.42
COC1CCN(C2CCCC(C(F)F)C2C#N)CC1,331.2045,-112.37
N#CC(F)C1=CC=CC=C1,390.078,-168.0
O=C(NC1CCCCC1)C(=O)N1CCCC(F)(CO)C1,380.856,-168.14
CN1CCC(C(=O)N2CCCC(C(F)(F)F)C2)CC1=O,282.4983333,-71.47
[H]/C(C1=CC=C(C)C=C1)=C(/[H])C(F)(F)F,273.1166667,-64.0
CC(C(=O)N1C[C@@H](F)C[C@H]1CO)N1CCCN1,374.18,-170.13
O=C(O)C1N[NH]CC1F,375.971,-171.91
O=C(C1CCNCC1)N1CCC[C@@H]1C(F)F,339.2005,-126.04
CC1CCNC(N2CC(CF)C2)C1C#N,426.146,-227.37
O=S(=O)(Cl)C(F)(F)F,272.6086667,-76.0
O=S1(=O)CCC[C@@]2(C(F)(F)F)CNC[C@H]21,280.191,-73.25
CC1(F)CCCN(C(=O)CC2CCCO2)C1,356.918,-151.94
O=C(CC1CCCCC1C(F)(F)F)N1CCCNCC1,279.9986667,-59.95
COC1CCNCC1NC(=O)C1(C)CC1F,418.782,-211.04
CC1CCCCC1C1(C(=O)N2CCOC(C(F)F)C2)CC1,341.3755,-130.73
N#CCC(=O)N1CCN(CC(F)F)CC1,329.656,-119.95
N#CC1CCCC(CN2CC(C(F)(F)F)C2)C1,282.7143333,-72.13
[H]C1=C([H])N(C)N=C1F,328.892,-129.0
O=C(CN1CCCN1)N1CCCC1CF,416.258,-220.05
CC1CCCNC1CN1CCCC(C(F)(F)F)C1=O,277.09,-65.28
O=C(O)C1CCC(C(F)(F)F)O1,285.2406667,-64.65
CS(=O)C(F)(F)F,278.9436667,-80.0
F/C(Cl)=C(/F)Cl,300.584,-106.0
CS(=O)(=O)N1CCC(O)(C(F)(F)F)C1,287.7873333,-80.14
FC(F)(OC1=CC=CC=C1)C1=CC=CC=C1,284.0475,-66.0
N#CC1CCC(CN2CCCC(C(F)(F)F)C2=O)CC1,273.1286667,-65.37
CSC1=NC(=O)C=CN1C(F)F,302.205,-107.0
CCCCC1=C(F)N(C)N=C1C,338.622,-139.0
O[C@H]1CCN(C2CCCC(C(F)(F)F)N2)C1,286.4323333,-67.84
CC1CCOC1CN1C[C@H](F)C[C@H]1C(N)=O,380.774,-170.31
FC1=C(C2=CC=CC=C2)OC=C1,359.512,-165.0
O=C(O)[C@@H]1CCCN[C@@H]1C(F)(F)F,281.857,-70.34
C/C=C/C(C)(F)F,301.533,-84.0
FCC1CCN(C2NCC(Cl)CN2)CC1,439.822,-223.15
CC(C)(O)CN1CC(C(F)(F)F)CC(Cl)C1=O,282.9036667,-61.54
O=C(N[C@H]1C[C@@H]1C(F)F)C1CNNC2CCCCC12,318.1495,-116.34
[H]C(=O)C1=CC=C(F)N1[H],322.721,-130.0
FC1=CN=CC(F)=C1,315.631,-124.0
CCOC(=O)C(F)(F)C(=O)C1=CC=CC=C1,308.591,-108.0
CC1(C)C(C(F)(F)F)CCN1CC(N)=O,275.4466667,-65.93
O=C1CCC(C(F)(F)F)NN1CC1NCCS1,284.9133333,-67.24
OCC1CNN(CCF)C1,426.276,-221.96
O=C(O)C1=CC2CCCCC2OC1C(F)F,326.056,-130.25
CCC(C)(F)F,307.516,-93.0
CCCC/C=C/C(F)(F)C(=O)OCC,321.255,-98.0
CC(=O)N[C@H]1CCCC[C@H]1CC(F)(F)F,273.718,-63.56
CN1CNNC1NC(=O)C1CCC(C(F)(F)F)CC1,284.3206667,-62.69
O=S(=O)(C1=CC=CC=C1)C(F)(F)F,281.901,-78.0
N#CCCN1CC=C(C(F)(F)F)CC1,279.7553333,-69.23
CC1CC(C(=O)N2C[C@H](F)C[C@H]2C(N)=O)CO1,398.527,-177.96
[H]/C(C1=CC=CC=C1)=C(/[H])C(F)(F)F,273.3323333,-63.0
OC1CC(C(F)(F)F)NCN1,287.8316667,-70.86
CC1CSC(NC(=O)NC2CNN(C)C2C(F)F)N1,335.8315,-113.59
CCF,419.073,-212.0
CC(C)(F)C(=O)C1=CC=CC=C1,360.974,-144.0
Cl.NCC1CCN(CC(F)(F)F)N1,279.6153333,-71.79
FC1=C2C=CC=NC2=CC=C1,314.055,-123.0
NC(=O)[C@@H]1C[C@@H](F)CN1,374.36,-175.22
CC(O)(CN1CCNN1)C(F)(F)F,288.6543333,-81.44
[H]C1=C(C)N(C2=CC=CC=C2)N=C1C(F)(F)F,269.6196667,-62.5
CN(C(=O)CC(F)(F)F)C1CCC2C(C1)OCO2,274.9323333,-62.5
FC(C1=CC=CC=C1)C1=CC=CC=C1,391.676,-163.0
CC1CC(N)CNC1C(F)F,341.447,-114.81
OC[C@@H]1C[C@H](F)CN1CC1CSCN1,367.514,-168.12
[H]N1C=CC(F)=C1,365.616,-169.0
[H]C1=CC=C(C(F)F)C=C1,327.937,-111.0
FC(F)C1=NC(C2=CC=CC=C2)CO1,334.09,-124.0
C=C(F)C1=CC=CC=C1,304.145,-120.0
[H]C([H])=C(C(F)(F)F)C(F)(F)F,271.6103333,-65.7
CC1CN(CC(=O)O)NC1C(F)(F)F,277.198,-61.33
CC1CC2NCC(C(=O)N3CC(CC(F)F)C3)C(C)N2N1,320.8955,-116.95
CC1(F)CCCN(CC2CNCS2)C1,358.992,-147.98
FC(F)(F)C1CCNC(N2CCCC2)N1,287.0913333,-70.4
CSCF,405.556,-189.0
FC(Cl)(Cl)Cl,204.133,0.0
FC1=CC2=C(C=C1)OC1=C2C=CC=C1,313.848,-121.0
FC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,339.212,-127.0
CC1NOC(CN2CCC[C@@H]2C(F)F)N1,336.574,-123.65
CCS(=O)(=O)NC1CCC2OC(C(F)(F)F)NC2C1,288.893,-67.04
CS(=O)(=O)N1CCCC(C(F)(F)F)C1,284.651,-71.75
FC(F)(Br)OC1=CC=CC=C1,219.895,-13.0
NC(N)(C1=CC=CC=C1)C(F)(F)F,287.9746667,-66.0
FC1=CCC1,274.508,-85.0
CC1NC(C(F)(F)F)CCC1C(=O)N1CCNCC1,279.7043333,-67.74
N#CC1(C(=O)N2CCC(CF)CC2)CCC1,425.002,-223.64
FCOC1=CC=CC=C1,377.512,-149.0
[H]C([H])=C(F)F,273.977,-81.0
NC1CNCCC1C(F)(F)F,281.8336667,-65.2
FC1(C2=CC=CC=C2)CO1,352.784,-140.0
CC(=O)NC1CCCN(CC(F)(F)F)C1=O,276.743,-70.56
CC(F)(F)C1=CC=CC=C1,307.3585,-87.9
O=C(C1=CCCC1)N1CCN2C(NNC2C(F)(F)F)C1,279.4443333,-62.09
CCOC(=O)C(F)(Br)Br,261.567,-65.0
O=C(CCC(F)(F)F)C1=CC=CC=C1,276.9546667,-65.0
O=C(O)C1CCCN(CC(F)(F)F)C1=O,279.994,-70.6
O=C1C2CCCN2C(=O)N1C1CCN(CC(F)(F)F)C1,280.145,-69.15
CC(F)(F)F,272.5196667,-65.0
FC(F)N1CCNC1CN1CCOC2(CCCC2)C1,293.1205,-93.46
CC1NC(CN2CCC(CF)CC2)OC1C,437.816,-222.16
FC(F)(F)F,264.872,-61.7
O=C(O)C1CCN(CCF)N1,419.574,-222.27
FC(F)CC1=CC=CC=C1,323.696,-115.0
O=S(=O)(/N=C(/Cl)C(F)(F)F)C1=CC=CC=C1,276.1416667,-73.0
Cl.NC[C@@H]1C[C@H]1C1CCCC(C(F)(F)F)C1,284.5116667,-62.25
FC(F)(F)C1CNC(N2CCOCC2)C(Cl)C1,283.9086667,-61.5
CC1(C)OB(CC(F)(F)F)OC1(C)C,270.378,-58.0
[H]/C(CCC)=C(/[H])CC(F)(F)F,275.4286667,-68.0
FC(F)(F)C1NC[NH]N1,288.9106667,-64.49
NC(=O)NC1CCC(OC(F)F)NC1,291.753,-85.82
CC1NC(CNC(=O)N2CCC(C(F)(F)F)CC2)NO1,285.2166667,-73.36
O=C(NC1CCCCC1C(F)(F)F)N1CCC[C@@H]1CO,282.8306667,-61.01
CC1CC(CN2NC(C(F)(F)F)NC2C)NO1,285.521,-65.51
FC(F)(F)C1=CSC2=CC=CC=C21,268.5516667,-61.0
CC1=CC=C(/C(C)=C(/F)Cl)C=C1,273.648,-82.6
CN(C)C(F)(F)C1=CC=CC=C1,299.298,-78.0
CC1NOCC1CN1CCCC1CF,421.539,-222.48
CCC1(CC)CC1(F)F,348.9715,-139.0
CC(C)(C)C(=O)CS(=O)C(F)(F)F,273.9363333,-78.0
FC1(F)CCCCCCC1,288.7265,-91.5
N#C[C@H]1CC[C@@H](NC(=O)N2CC(F)C2)C1,385.502,-180.61
CC(=O)CCC(C)(F)F,314.523,-93.0
FC(F)(F)C1NCC[NH]1,288.4363333,-63.2
FCC1=CC=CC=C1,438.378,-204.3
CCC(F)C(C)C,394.905,-186.0
N[C@H]1CCN(S(=O)(=O)C2CCC(C(F)(F)F)CC2)C1,285.038,-63.0
CCCCC(F)(F)CBr,296.8485,-99.2
CC1NC(C(F)(F)F)OC1C(=O)O,290.1236667,-66.89
CNC1CCC(OC(F)(F)F)CN1,265.8943333,-59.17
FC(F)(F)C1=CNC2=CC=CC=C21,266.078,-68.0
CCCCCC(F)(F)Br,253.4,-44.0
CC1CNCCC1NC(=O)C1(CF)CCC1,440.402,-219.24
C[C@@H](CO)N(C)C1CCC(F)CN1,380.908,-145.18
NS(=O)(=O)C1CNCC(C(F)(F)F)C1,283.761,-62.6
[H]C(F)(CCCCCCCC)OS(C)(=O)=O,338.452,-119.0
FC(F)(F)C1CNCC(CN2CCNC2)C1,284.4113333,-62.5
CC1N[NH]C(C)C1CN[C@@H]1CCCC[C@H]1F,378.065,-176.72
OC[C@@H]1C[C@H](F)CN1CC1=CCCOC1,397.929,-167.79
FC(F)(F)C1CSC(N2CCNCC2)N1,282.5453333,-64.72
CC1(C)CN(C2CCNC(C(F)(F)F)C2)CCO1,279.2306667,-67.93
CC(F)(Cl)Cl,255.543,-44.0
CCCCCCCCCCCCSCF,403.729,-184.0
FC(F)(F)C1CNC2[NH]NNC2C1,283.226,-59.97
CC1NC(CN2CCC(C(F)(F)F)CC2)SC1C,279.8386667,-73.49
O=C(NC1CCCCC1C(F)(F)F)N1CCCCN1,279.4353333,-61.05
CCOC(=O)CC(N)C(F)(F)F,288.0986667,-79.0
NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1CCCC2CC[NH]C12,396.845,-177.51
O=C(NC1CCCNC1)NC1CCCCC1C(F)(F)F,278.063,-60.44
CC1(F)CC(NC(=O)C2CCCO2)C1,337.79,-138.05
CCCCC(C)C(F)(F)F,279.3566667,-74.0
CC1OCCC1C(=O)NC1CC(C)(F)C1,359.666,-138.01
OC(C1=CC=CC=C1)C(F)(F)F,284.413,-79.0
F[C@@H]1CCCC[C@H]1NCC1CSNN1,381.949,-176.19
O=C(O)C1OCNC1C(F)F,323.84,-116.56
FC(F)(F)C1=CC=CS1,262.568,-55.0
FC(F)(F)C1=NC=CC=C1,274.392,-68.0
NC1CCC(C(F)(F)F)CC1N,285.048,-59.62
CN(C)C(=O)CN1CCCCC1C(F)F,323.411,-123.04
CC(F)CCN1CCC(O)CC12CCC2,389.911,-172.33
CC1NC(CN2CCCC(C(F)(F)F)C2=O)SC1C,277.2026667,-65.33
FC1=NC2=CC=CC=C2C=C1,259.243,-63.0
O=C(C1CC=CC1)N1C[C@@H](F)C[C@H]1CO,372.621,-166.76
CC1NNNN1CC1CCCC(C(F)F)C1,334.333,-110.54
O=C(C1SCCC1OC(F)F)N1CCCC1,293.5795,-83.43
CC1ONCC1CN1CCCC1C(F)(F)F,285.3553333,-74.82
CC1CNN(CCNC(=O)N2CC(F)C2)C1,388.147,-180.63
CC(C)(C(=O)O)[C@@H]1CCC[C@H](C(F)(F)F)N1,286.8203333,-76.06
CC1NNC(CN2CC(C(F)(F)F)CC(Cl)C2=O)O1,277.517,-62.33
CCCCCCCCC(F)N1N=NC2=C1C=CC=C2,371.623,-139.0
[H]C(=O)C(F)C1=CC=CC=C1,417.443,-191.0
NC1NCC(C(F)(F)F)S1,279.1156667,-54.77
FC1=CN=CN=C1,327.67,-137.0
CC1(C(=O)N2CCOC(CF)C2)COC1,440.781,-232.29
O=C(NCC(F)(F)F)C1=CC=CC=C1,282.2073333,-71.0
[H]/C(C1=CC=CC=C1)=C(/F)C(=O)OCC,320.04,-126.0
O=C(NCC(F)F)C1CC2N(N1)CCCC2,331.013,-123.29
FCCBr,407.88,-212.0
FC1=C(F)C(F)=C(F)C(F)=C1F,361.16,-162.0
CC(C)C1ONC(C(F)(F)F)C1C(=O)O,276.8086667,-63.27
F/C=C/OC1=CC=CC=C1,344.907,-156.0
CS(=O)(=O)NC1CCCC(C(F)(F)F)C1,283.0516667,-72.66
CC1=CC=C(C2=C(C(F)F)C=CO2)C=C1,317.816,-106.0
FC(F)(F)C1=CC=CN1,266.1886667,-59.0
CCOC(=O)CC(F)(F)F,271.6883333,-65.0
[H]C#C/C(C1=CC=CC=C1)=C(/[H])C(F)(F)C(=O)OCC,295.3325,-95.0
O=C(COC(F)F)N1CCC2CCCCC21,290.6555,-84.26
CCOC(=O)C(F)(F)Br,264.3285,-61.3
O=C(CN1CC(C(F)(F)F)CCC1=O)N1CCOCC1,282.4426667,-62.24
COCCC(F)(F)F,276.419,-66.0
FC(F)(F)C1(C2=CC=CC=C2)NN1,282.326,-76.0
FC(F)(F)C1=CC=CC(C(F)(F)F)=C1,269.461,-63.3
FC(F)(F)C1=CSC=C1,266.9433333,-60.0
CC1(C)CN(CC(O)C(F)(F)F)CC1O,287.9193333,-78.82
O=C(O)CC1SC2CCC(C(F)(F)F)CC2NC1=O,284.4766667,-62.36
CC1CC(CN2CCC[C@@H]2C(F)F)ON1,325.776,-124.63
FC(F)(I)CCI,234.641,-39.0
CCC(C)F,395.958,-173.0
[H]/C(C(=O)OC)=C(/F)CCCC,257.43,-76.0
CC1(C)CN(C(=O)C2CCNCC2C(F)(F)F)CCO1,273.0353333,-60.22
CC1(F)CCN(C(=O)C2CCOC2)C1,363.639,-142.01
CC1(F)CCCN(CC(=O)N2CCC2)C1,349.105,-148.24
O=C(N[C@@H]1CCCC[C@H]1F)C1CC1,399.949,-175.9
C/C=C/F,314.129,-130.0
CC(F)(F)Cl,256.331,-46.0
CC1CC(C(F)(F)F)NN1CCC#N,282.7856667,-61.96
FC(F)(F)C1=CC=CC2=CC=CC=C21,267.6273333,-60.0
CC1CC(C(=O)O)C(C)N1CC(F)(F)F,282.3146667,-70.11
O=C1NCCNC1(O)C(F)(F)F,288.667,-80.82
FC(F)(SC1=CC=CC=C1)C1=CC=CC=C1,280.9235,-72.0
CCCCSCC(F)(F)F,275.8306667,-69.0
CCCCSC(F)(F)F,251.1306667,-48.0
O=C(NCC1CCCO1)N1CCC(O)(C(F)(F)F)CC1,293.9596667,-84.4
OC1CCC(NC2NCC(C(F)(F)F)CC2Cl)CC1,283.8936667,-60.9
FC(F)(F)C#CC(F)(F)F,259.0275,-53.0
F/C=C/Cl,310.602,-128.0
CC1CCCC(C(=O)NC2CCC(C(F)(F)F)CC2)N1,284.559,-73.64
CC(N1CCN(S(C)(=O)=O)CC1)C(F)(F)F,279.9023333,-71.02
FC1=CC2=C(C=C1)C1=C(C=CC=C1)O2,304.731,-114.0
FC(F)(F)C1=NC2=CC=CC=C2S1,267.5426667,-62.0
CC1NN(CC(F)F)CC1C(=O)O,328.8635,-123.95
CCCC(F)F,325.3715,-116.0
F/C(Br)=C/C1=CC=CC=C1,250.273,-66.0
FC(F)C1=NC2=C(C=CC=C2)N1,320.0465,-115.0
CC(C)(N)C(=O)N1CCN(C(=O)CC(F)(F)F)CC1.Cl,270.045,-62.7
CC1CN(C(N)=O)CCN1CC(F)(F)F,279.1636667,-68.55
[H]/C(C(=O)CC)=C(/F)CCCC,261.741,-78.0
Cl.N[C@@H]1CC2CCCCC2O[C@H]1C(F)(F)F,287.9023333,-75.1
N#CC1CCC(C(=O)N2CCN(CC(F)(F)F)CC2)CC1,283.4963333,-67.97
CC(=O)CC(C)(F)F,300.0885,-98.0
C[Si](C)(C)OS(=O)(=O)C(F)(F)F,279.6363333,-78.0
CCC1NCCN1CC(F)F,331.774,-124.04
CC(=O)N1CCOC2CCC(C(F)(F)F)CC21,283.6013333,-61.35
CC(F)C(C)F,401.786,-187.0
CCCCOCC(F)(F)F,282.58,-75.0
O=S(=O)(OCF)C1=CC=CC=C1,354.005,-154.0
O=C(NCCC1CCCS1)N1CC(F)C1,388.143,-180.63
C[Si](C)(C)C(F)(F)Cl,269.445,-58.0
O=C1CCCC1F,398.053,-194.0
CC(C)NC(=O)N1C[C@@H](F)C[C@H]1CO,401.215,-169.34
F/C=C/Cl,314.717,-131.0
[H]C(F)(SCC)C(=O)OCC,386.538,-163.0
FC1=CC=CN=C1,319.042,-126.0
O=C(O)C1CNN(CC(F)F)C1,332.822,-124.0
CC1(C)CN(CC(O)C(F)(F)F)CC2(CCCC2)O1,279.3246667,-78.51
COC1=CC=C(F)C=C1,320.024,-125.2
FC(F)(F)C1=CC=CC=C1,269.498,-63.0
FC(F)(F)C1=NC2=CC=CC=C2N=C1,273.158,-67.0
O=C1NCCN1C1CCCC(C(F)(F)F)C1,285.652,-62.45
FC(F)(F)C1=CC(Cl)=NC=C1,270.9833333,-65.0
CC1(NC(=O)NC2CCNCC2F)CCOCC1,381.314,-145.44
CCC(F)CC,403.868,-183.0
FC(F)(F)C1=CCN(C2CNCCN2)CC1,279.6666667,-69.28
FC1=CC=C2N=CC=CC2=C1,306.005,-114.0
CC1CC(C)N2NCC(C(=O)NCC(F)(F)F)C2N1,282.2873333,-71.6
FC1=NC=CN=C1,276.337,-80.0
CC1NCC(C(F)(F)F)CC1C(=O)O,283.9966667,-62.68
CCCCCC/C=C(/F)CCCCCC,311.663,-111.0
FC(F)(F)C1CCNN1C1CCCNC1,284.0143333,-61.43
CCCCC1=C(C2=CC=CC=C2)NN=C1F,333.17,-133.0
OCC1CCN(C2NC(C(F)(F)F)CS2)CC1,285.2143333,-64.75
CC1CC2N(N1)CC(C(F)(F)F)CN2,279.3726667,-70.4
FC(F)(F)C1=CC(C(F)(F)F)=C(C(F)(F)F)C=C1C(F)(F)F,267.4708333,-60.3
CC(=O)OC/C=C/F,316.735,-123.0
CC1=CC=C(F)C=C1,311.668,-119.2
CCN1CNCC1CN1CCCC(C)(F)C1,349.626,-147.63
CC(O)(CN1CCNC(=O)C1)C(F)(F)F,285.4836667,-81.77
Cl.O=C(O)C1CCN(CC(F)F)CC1,328.489,-120.31
O=C(NC1CNC2C(C1)COCC2)C1CCC(C(F)F)O1,329.6515,-116.22
CN1CC(C(F)(F)F)NN1,281.4873333,-61.06
CCOC(=O)C(F)(F)C1=CC2=C(C=CC=C2)O1,316.629,-105.0
[H]/C=C(/F)Br,248.759,-61.0
CNC(=O)CC1CCC(C(F)(F)F)CC1,284.4396667,-71.56
CN(C)C(=O)C1C[NH]C(C(F)(F)F)C1,283.888,-59.53
FC(F)(F)C1=CC=NC=C1,271.242,-65.0
O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,264.3236667,-72.0
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CO1,308.719,-102.0
O=C(C1CCC(=O)[NH]N1)N1CCCC(C(F)(F)F)C1,283.0346667,-71.61
CCOC(=O)CC(F)F,322.2275,-117.0
FC(F)(F)CBr,277.0936667,-69.3
C/C=C/F,318.154,-128.0
O=C(C1CC=CC1)N1CCC(C(F)(F)F)C2(CCC2)C1,277.46,-63.05
CC1CC(C)CN(C(=O)C2CCC(C(F)(F)F)CN2)C1,283.5813333,-62.62
O=S(=O)(C1=CC=CC=C1)C(F)(F)C1=CC=CS1,300.178,-93.0
F/C(Cl)=C(/F)Cl,311.823,-120.0
O=C1CC(C(F)F)NCN1C1C=CCCC1,339.9435,-122.63
CC1[NH]NC(C(F)(F)F)C1Cl,277.1306667,-62.35
CC1NCCN1CC(C)(O)C(F)(F)F,284.7496667,-81.48
FC(F)(F)CCl,278.9606667,-72.1
N#CC1CNN(-C2CCC(C(F)(F)F)CC2)C1N,279.4213333,-62.21
CN1NC(C(F)(F)F)CC1CO,283.2623333,-61.68
O=C(C1CCC(OC(F)(F)F)CC1)N1CCOCC1,264.161,-57.79
O=C(Cl)C(F)(F)F,279.6656667,-76.0
FC(F)SC1=NC2=C(C=CC=C2)N1,302.405,-92.0
CC(=O)C(C)F,392.437,-190.0
CC(C)(N)C1CC(C(F)F)ON1.Cl,338.1935,-118.64
O=C(C1CCCS1)N1CCOC(CF)C1,442.27,-232.42
[H]/C(=N/C1=CC=CC=C1)C(F)(F)F,280.854,-71.0
[H]/C(=N/O)C(F)(F)F,275.3236667,-65.5
[H]C(F)(CCCCCCCC)OC1=CC=CC=C1,343.644,-121.0
O=C(NC1CCNCC1F)N[C@@H]1C[C@H]1CO,380.602,-144.9
CN(C)C(=O)C(F)(F)I,252.603,-51.0
CC(C)(F)F,304.248,-84.5
CCOC(F)(F)C(=O)C(C)C,294.117,-83.0
CC1(C)COCC1NC(=O)C1CC(F)C[NH]1,373.947,-163.86
N#CC1(CN2C[C@@H](F)C[C@H]2CO)CC1,374.504,-167.54
FC(F)(F)Br,218.2356667,-5.0
CCCC(=O)C(F)CCC,407.464,-193.0
CC1CC(CN2NC(C(F)(F)F)CCC2=O)NO1,286.1683333,-67.29
O=C(O)C1CC(C(F)F)[NH]N1,339.415,-112.99
O=C(O)[C@@H]1CC=CC[C@H]1C(F)(F)F,280.6533333,-71.12
CC1CC(C(=O)NC2(C(F)F)CC2)OC1C,334.332,-120.61
[H]/C(C(=O)CC)=C(/F)CCCC,260.205,-82.0
CC1NC(C(F)(F)F)CCC1O,286.2483333,-65.61
O=[N+]([O-])C1=CC=C(OC(F)F)C=C1,290.0635,-79.3
N#CCC(=O)N1CC=C(C(F)(F)F)CC1,278.921,-69.38
O=[N+]([O-])C1=CC=C(F)C=C1,289.471,-103.6
CC1NC(CN2CCCC(C(F)(F)F)C2=O)NO1,276.7973333,-65.9
CC(F)(F)CO,322.264,-96.1
O=C(NCC(F)(F)F)C1CCC2CCCCC2N1,282.4033333,-71.74
COC(=O)C(F)(F)C1=CC=CC=C1,319.5755,-104.3
O=S(=O)(O)C(F)(F)F,277.817,-80.0
CN(C)C(=O)C(F)(F)Br,258.5345,-54.0
CC(=O)C(F)(F)F,285.6756667,-81.0
CN1CCC(C(=O)N2C[C@@H](F)C[C@H]2CO)C1,367.966,-167.76
FC(F)N1C=CN=C1,295.771,-93.0
